9.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.761904759999999737e-01 4.560000000000000000e+02
1.000000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.489795920000000384e-01 4.320000000000000000e+02
1.100000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 7.812500000000000000e-01 3.215000000000000000e+02
1.200000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.609375000000000000e-01 4.865000000000000000e+02
1.300000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.448818900000000021e-01 4.580000000000000000e+02
1.400000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.126984129999999862e-01 5.355000000000000000e+02
1.500000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.609375000000000000e-01 4.155000000000000000e+02
1.600000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.453125000000000000e-01 4.650000000000000000e+02
9.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 9.375000000000000000e-01 4.685000000000000000e+02
1.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 9.166666669999999906e-01 4.490000000000000000e+02
1.100000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 7.500000000000000000e-01 3.225000000000000000e+02
1.200000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 7.833333329999999650e-01 5.000000000000000000e+02
1.300000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 8.750000000000000000e-01 4.605000000000000000e+02
1.400000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 6.875000000000000000e-01 5.580000000000000000e+02
1.500000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 7.812500000000000000e-01 4.540000000000000000e+02
1.600000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 8.750000000000000000e-01 4.945000000000000000e+02
9.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.921875000000000000e-01 4.240000000000000000e+02
1.000000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 8.947368420000000322e-01 4.150000000000000000e+02
1.100000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 8.593750000000000000e-01 3.260000000000000000e+02
1.200000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.700000000000000000e+02
1.300000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.212598429999999672e-01 4.500000000000000000e+02
1.400000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.919999999999999929e-01 4.950000000000000000e+02
1.500000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.921259839999999608e-01 3.950000000000000000e+02
1.600000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.843750000000000000e-01 4.435000000000000000e+02
9.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 9.843750000000000000e-01 4.445000000000000000e+02
1.000000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 8.979591839999999658e-01 4.340000000000000000e+02
1.100000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 8.125000000000000000e-01 3.225000000000000000e+02
1.200000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.687500000000000000e-01 4.770000000000000000e+02
1.300000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 8.906250000000000000e-01 4.650000000000000000e+02
1.400000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.508196719999999491e-01 4.680000000000000000e+02
1.500000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.687500000000000000e-01 4.300000000000000000e+02
1.600000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.843750000000000000e-01 4.450000000000000000e+02
