1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.663865550000000360e-01 5.170000000000000000e+02
2.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.211382109999999512e-01 4.790000000000000000e+02
3.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.682539679999999649e-01 4.785000000000000000e+02
4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.262295080000000347e-01 5.090000000000000000e+02
5.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.218750000000000000e-01 4.865000000000000000e+02
6.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.166666669999999906e-01 4.640000000000000000e+02
7.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.062500000000000000e-01 4.215000000000000000e+02
8.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.133858270000000390e-01 4.440000000000000000e+02
1.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.666666669999999462e-01 5.490000000000000000e+02
2.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 7.049180329999999994e-01 5.040000000000000000e+02
3.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 9.499999999999999556e-01 5.075000000000000000e+02
4.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.688524589999999659e-01 5.490000000000000000e+02
5.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 9.365079370000000125e-01 4.990000000000000000e+02
6.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.833333330000000538e-01 4.930000000000000000e+02
7.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.281250000000000000e-01 4.675000000000000000e+02
8.000000000000000000e+00 1.000000000000000000e+00 2.000000000000000000e+00 8.888888889999999599e-01 4.440000000000000000e+02
1.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.603174599999999561e-01 4.735000000000000000e+02
2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.473684209999999606e-01 4.905000000000000000e+02
3.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.759999999999999787e-01 4.690000000000000000e+02
4.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.586776860000000289e-01 4.950000000000000000e+02
5.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.687500000000000000e-01 4.585000000000000000e+02
6.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.523809519999999473e-01 4.705000000000000000e+02
7.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 9.375000000000000000e-01 4.330000000000000000e+02
8.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 8.828125000000000000e-01 4.325000000000000000e+02
1.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 9.206349209999999950e-01 4.890000000000000000e+02
2.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 8.947368420000000322e-01 4.860000000000000000e+02
3.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 4.770000000000000000e+02
4.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 8.833333330000000538e-01 4.885000000000000000e+02
5.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 9.687500000000000000e-01 4.620000000000000000e+02
6.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 9.677419350000000531e-01 4.575000000000000000e+02
7.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 8.750000000000000000e-01 4.310000000000000000e+02
8.000000000000000000e+00 2.000000000000000000e+00 2.000000000000000000e+00 9.062500000000000000e-01 4.375000000000000000e+02
