1.700000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.669421489999999730e-01 5.410000000000000000e+02
1.800000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.218750000000000000e-01 4.110000000000000000e+02
1.900000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.824561400000000333e-01 5.230000000000000000e+02
2.000000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.579831930000000106e-01 5.830000000000000000e+02
2.100000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 7.480314959999999624e-01 4.930000000000000000e+02
2.200000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.685039370000000369e-01 4.880000000000000000e+02
2.300000000000000000e+01 1.000000000000000000e+00 1.000000000000000000e+00 9.306930690000000395e-01 5.950000000000000000e+02
1.700000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 8.196721310000000260e-01 5.170000000000000000e+02
1.800000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 7.812500000000000000e-01 4.220000000000000000e+02
1.900000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 9.464285709999999963e-01 5.845000000000000000e+02
2.000000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 8.909090910000000418e-01 6.420000000000000000e+02
2.100000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 7.656250000000000000e-01 4.995000000000000000e+02
2.200000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 8.906250000000000000e-01 5.055000000000000000e+02
2.300000000000000000e+01 1.000000000000000000e+00 2.000000000000000000e+00 8.599999999999999867e-01 6.170000000000000000e+02
1.700000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.411764710000000145e-01 5.090000000000000000e+02
1.800000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.609375000000000000e-01 4.085000000000000000e+02
1.900000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.910714290000000037e-01 5.150000000000000000e+02
2.000000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.921259839999999608e-01 5.400000000000000000e+02
2.100000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.444444440000000496e-01 4.615000000000000000e+02
2.200000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.603174599999999561e-01 4.815000000000000000e+02
2.300000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 9.902912619999999499e-01 5.410000000000000000e+02
1.700000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.016393440000000092e-01 5.430000000000000000e+02
1.800000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 8.593750000000000000e-01 4.135000000000000000e+02
1.900000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.821428570000000358e-01 5.170000000000000000e+02
2.000000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.841269839999999824e-01 5.560000000000000000e+02
2.100000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 8.906250000000000000e-01 4.880000000000000000e+02
2.200000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.687500000000000000e-01 5.080000000000000000e+02
2.300000000000000000e+01 2.000000000000000000e+00 2.000000000000000000e+00 9.629629629999999496e-01 5.665000000000000000e+02
